 Category,Number, Course Code, Course Title, Course Description, Credit Hours, Department
Agricultural & Food Sciences,87,ANSC 4240,Mathematical Modeling of Biological Systems,Lectures and computer based laboratory exercises will be used to discuss mathematical modeling methods applied to biological systems taking aspects of animal science as a model to develop modeling techniques. Prerequisite:MATH 1500 or MATH 1520 or equivalent.,3,Animal Science Department
Agricultural & Food Sciences,88,ANSC 4280,Applied Animal Genetics,"Application of principles of animal breeding. Modern methods, techniques, and programs for genetic improvement of cattle, sheep, and swine. Prerequisite: ANSC 3500.",3,Animal Science Department
Agricultural & Food Sciences,89,ANSC 4500,Animal Health,"Responses of basic animal functions to challenge by potentially pathogenic organisms, genetic or metabolic disorders, and toxicants will be discussed. Strategies for prevention and treatment will be outlined. Offered in 2005-2006 and alternate years thereafter. Prerequisite: ANSC 2520.",3,Animal Science Department
Agricultural & Food Sciences,90,ANSC 4510,Domesticated Animal Behaviour,"An awareness and understanding of normal behaviors of animals will be emphasized. Relationships between behavior, welfare and management will be explored. Emphasis will be on farmed animals but companion animals, wild animals and laboratory species will also be discussed. Offered in 2006-07 and alternate years thereafter. Prerequisite: ANSC 2520 or consent of the instructor.",3,Animal Science Department
Agricultural & Food Sciences,91,ANSC 4520,Ruminant Production Systems,"(Lab required) To provide an appreciation of the ruminant industry in terms of size, complexity and relationship to the economy and give an understanding of the breeding, feeding, management and marketing strategies for modern ruminant production systems. May not be held with ANSC 0670. Prerequisite: A minimum of 60 credit hours and ANSC 2500 (D).",3,Animal Science Department
Agricultural & Food Sciences,92,ANSC 4530,Ruminant Production Systems,"(Lab required) This course provides a description of the ruminant milk industry in terms of size, complexity and relationship to the economy and gives an understanding of the breeding, feeding, management and marketing practices in a modern system for milk production. May not be held with ANSC 0680. Prerequisite: A minimum of 60 credit hours and ANSC 2500 (D).",3,Animal Science Department
Agricultural & Food Sciences,93,ANSC 4550,Avian Production Systems,"(Lab required) Describes the various avian production systems in terms of size, complexity, and relationship to the economy and gives an understanding of the management and marketing practices in the usual poultry systems. May not be held with ANSC 0700. Prerequisite: A minimum of 60 credit hours and ANSC 2500 (D).",3,Animal Science Department
Agricultural & Food Sciences,94,ANSC 4570,Advanced Applied Animal Nutrition,An advanced study of theoretical and applied aspects of mongastric and ruminant nutrition. A laboratory component will provide training in current techniques in feed analyses and computer modeling. Offered in 2005-2006 and alternate years thereafter. Prerequisite: ANSC 3510.,3,Animal Science Department
Agricultural & Food Sciences,95,ANSC 4640,Swine Production Systems,"(Lab required) Describes the swine industry in terms of size, complexity and relationship to the economy and gives an understanding of the breeding, feeding, management and marketing practices in a modern production unit. Outlines other monogastric production systems of relevance to the agriculture industry. May not be held with ANSC 0690 or the former ANSC 4540. Prerequisite: A minimum of 60 credit hours and ANSC 2500 (D).",3,Animal Science Department
Arts Course,96,ANTH 1004,UW ANTH 1001,-,6,Anthropology Department
Arts Course,97,ANTH 1210,Human Origins and Antiquity,"An introduction to physical anthropology and archaeology. Topics include: biological evolution, evolution and comparative behaviour of primates, fossil evidence for human evolution, and the emergence of human culture. Students may not hold credit for both ANTH 1210 and ANTH 1211.",3,Anthropology Department
Arts Course,98,ANTH 1211,L'origine et l'antiquité de l'humanité,"Introduction à l'anthropologie physique et à l'archéologie. Évolution biologique, évolution et cultures des primates, fossiles démontrant la théorie de l'évolution, de l'origine et du développement de la culture humaine. On ne peut se faire créditer ANTH 1211 et ANTH 1210.",3,Anthropology Department
Arts Course,99,ANTH 1220,Cultural Anthropology,"The comparative study of human societies and cultures, including language, economic and political organization, family and kinship, ritual and belief systems, cultural stability and change. Students may not hold credit for ANTH 1220 and any of: ANTH 1221 or ANTH 1520.",3,Anthropology Department
Arts Course,100,ANTH 1221,Anthropologie culturelle,"Étude comparative des sociétés et des cultures humaines. Les sujets suivants seront présentés : institutions familiales, sociales, économiques et politiques, langage vocal humain, systèmes de parenté, de rites et de croyances, stabilité et changements culturels. On ne peut se faire créditer ANTH 1221, ANTH 1220, ANTH 1520.",3,Anthropology Department
Arts Course,101,ANTH 1520,Critical Cultural Anthropology,"An introduction to social cultural anthropology that critically examines production and exchange systems, age, gender, kinship and other social distinctions, belief systems, politics, and interactions between cultural systems. Learning and performance assessment is based upon supervised reading and essay writing. Students may not hold credit for ANTH 1520 and any of: ANTH 1220 or ANTH 1221.",3,Anthropology Department
Arts Course,102,ANTH 2011,Langage et culture,"Considération générale de la nature du langage et des interrelations entre le langage et les autres aspects de la culture. Corrélations socioculturelles des variations linguistiques. Ethnographie de la communication. Origine et évolution du langage. On ne peut se faire créditer ANTH 2011, ANTH 2010 et ANTH 2370. Préalable : une note minimale de C dans un de ANTH 1221, ANTH 1220, ANTH 1520, ou l'autorisation écrite de la professeure ou du professeur.",3,Anthropology Department
Arts Course,103,ANTH 2013,Initiation à la recherche en sciences sociales,"Cours permettant de comprendre et d'apprécier la recherche menée dans les différentes disciplines de sciences humaines. Enjeux épistémologiques et éthiques. Problématique et questions de recherche. Logique des différents types de devis de recherche. Techniques d'analyse et de cueillette de données, incluant l'ethnographie, l'observation directe, l'entrevue, le groupe de discussion, l'analyse documentaire, le travail d'archive et le sondage. Ce cours est aussi donner comme SOC 2013. On ne peut se faire créditer ANTH 2013 et SOC 2013, SOC 2292, SOC 2294, ou l'anciens ANTH 2831, SOC 2291, SOC 2290.",3,Anthropology Department
Arts Course,104,ANTH 2020,Relatedness in a Globalizing World,"Anthropological approaches to diverse practices of human relatedness across cultures and over time, including 21st century reconfigurations or marriage, family, reproduction and kinship.",3,Anthropology Department
Arts Course,105,ANTH 2040,Native North America: A Sociocultural Survey,"An ethnographic survey of the cultures of Native North American peoples. Students may not hold credit for both ANTH 2040 and ANTH 2041. Prerequisite: [a grade of C"" or better in one of: ANTH 1220 or ANTH 1221 or ANTH 1520] or written consent of instructor.""",3,Anthropology Department
Arts Course,106,ANTH 2041,Les Amérindiens de l'Amérique du Nord : une étude socioculturelle,Survol ethnographique des cultures des peuples amérindiens de l'Amérique du Nord. L'étudiant(e) qui détient le crédits du ANTH 2041 ne peut se faire créditer aucun des cours ANTH 2040. Préalable: [une note minimale de C dans un de: ANTH 1220 ou ANTH 1221 ou ANTH 1520] ou le consentement écrite du professeur.,3,Anthropology Department
